Protein.Acc,uniprot,Protein.Descriptions,up/low,P value.(up/low),length,Mass,pI,charge,alphaHelixIndex,BetaSheet,hdrophobicity,instabilityIndex
AT1G10950.1,Q940G0,transmembrane nine 1,0.567102441,0.001298198,589,66892.98864,7.7150103738897995,-2.006126110565768,0.9262892989759469,0.6208007172216271,0.365704584040747,33.939388794567066
AT1G11090.1,O04083,alpha/beta-Hydrolases superfamily protein,0.851687148,0.001451823,324,36561.16544,6.064290655976623,-5.185264033373452,0.7134037291578665,0.687174719809091,-0.16512345679012347,32.065123456790126
AT1G11260.1,P23586,sugar transporter 1,1.470040086,0.001347626,522,57610.65294,9.185883236836506,6.911316752336818,0.8260942546111494,0.7668586572788616,0.4844827586206896,39.9183908045977
AT1G11320.1,Q9SXB7,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plastid; EXPRESSED IN: 7 plant structures; EXPRESSED DURING: C globular stage, F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; Has 46 Blast hits to 46 proteins in 14 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",1.902565167,0.061430948,424,46891.08664,7.042092957475559,-4.024215722838067,0.7623269598120701,0.7329329959906778,-0.2808962264150944,47.26084905660378
AT1G11430.1,Q9LPZ1,"plastid developmental protein DAG, putative",0.982615957,0.854412713,232,26200.51734,9.192464311109802,4.04605339619758,0.7184332008470015,0.5040630952146257,-0.7206896551724139,56.5896551724138
AT1G11580.1,Q1JPL7,methylesterase PCR A,1.074125813,0.263948064,557,61687.41334,9.077085594248913,6.618620331587119,0.6740034434702039,0.8646086938650721,-0.19712746858168764,26.672710951526035
AT1G11650.2,Q9SAB3,RNA-binding (RRM/RBD/RNP motifs) family protein,0.560839569,2.75264e-5,405,44114.93614,5.6611640354348705,-7.237641646651234,0.6750185441972012,0.7845918135810702,-0.5839506172839506,45.877037037037034
AT1G11680.1,Q9SAA9,CYTOCHROME P450 51G1,0.646272297,5.54093e-4,488,55495.12474,8.52641367873984,1.8734380078845025,0.8792472562367931,0.7731843569998014,-0.17377049180327872,37.93524590163934
AT1G11820.2,O65399,O-Glycosyl hydrolases family 17 protein,2.6257278,8.02401e-7,511,55630.31974,5.5592600696956955,-13.339278780551467,0.6222061433213124,0.6283467449292405,0.03992172211350292,37.2293542074364
AT1G11860.1,O65396,Glycine cleavage T-protein family,0.907106862,0.0522964,408,44444.78854,8.549736981660327,2.3297337384991166,0.688105191121912,0.815917650488765,-0.26348039215686275,43.65367647058823
AT1G11890.1,Q94AU2,Synaptobrevin family protein,1.11112763,0.083568929,218,25332.23294,9.399731887003233,4.347590595915802,0.723945500043643,0.6307651894722598,-0.39541284403669724,41.87522935779817
AT1G11910.1,O65390,aspartic proteinase A1,0.765275923,7.84501e-5,506,54613.50634,5.204152594115077,-12.87759376826683,0.6787340156475345,0.8251794461004085,0.04189723320158102,32.62727272727273
AT1G12000.1,Q8W4M5,Phosphofructokinase family protein,1.292632926,0.014134672,566,61459.45654,5.953766137138144,-9.994576307988575,0.7351866202887546,0.852982704172242,-0.17968197879858658,37.17279151943463
AT1G12050.1,Q8RW90,"fumarylacetoacetase, putative",1.044894911,0.601411111,421,46095.442540000004,5.231271762097421,-13.308109967115604,0.6528851612431127,0.6051928332671618,-0.20593824228028507,33.20593824228028
AT1G12110.1,Q05085,nitrate transporter 1.1,0.93728707,0.162189367,590,64921.92164,8.569744802996777,3.3303526738045157,0.8027311867998583,0.648330610420918,0.3579661016949152,26.290169491525425
AT1G12270.1,Q9LNB6,"stress-inducible protein, putative",1.327102688,0.001089668,572,64584.68794,6.190873781919969,-9.509983294604636,0.7935714043795957,0.7454018700941861,-0.8921328671328671,39.754895104895105
AT1G12310.1,Q94AZ4,Calcium-binding EF-hand family protein,2.196996186,1.39362e-4,148,16516.76984,4.5394023310683425,-8.005071268904919,0.8292210653739723,0.7857357042520224,-0.3391891891891892,28.672297297297302
AT1G12410.1,Q9XJ36,CLP protease proteolytic subunit 2,1.180408334,0.010455515,279,31208.52354,9.492882628112454,5.353392373619025,0.9114439730903324,0.7032354633624444,-0.4283154121863799,47.87347670250896
AT1G12640.1,Q8RWH4,MBOAT (membrane bound O-acyl transferase) family protein,1.050229489,0.676376221,462,52152.36684,9.471328093221112,13.243431919666435,0.7446504706133933,0.6768854095626429,0.30108225108225106,42.823160173160176
AT1G12770.1,Q8W4E1,P-loop containing nucleoside triphosphate hydrolases superfamily protein,1.145280208,0.099779165,551,60718.20404,9.796578654678873,12.80559497538674,0.8079989803535107,0.708555348858635,-0.23647912885662434,37.558802177858446
AT1G12840.1,Q9SDS7,vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3),1.054118295,0.088318048,375,42619.32034,5.2019579920782135,-8.531309508724716,0.8797628679372178,0.7715947105999049,-0.28426666666666667,53.53413333333334
AT1G12850.1,Q94BZ6,Phosphoglycerate mutase family protein,0.946380274,0.284973376,405,44860.21004,4.790152713193147,-26.748225158843915,0.5705518217346128,0.7689496675821353,-0.4264197530864198,68.17135802469136
AT1G13020.1,Q9SAD7,eukaryotic initiation factor 4B2,1.932984958,0.014613632,549,59324.46614,9.33873819967471,2.964994095651064,0.6854656818513001,0.9261060883026094,-1.192896174863388,59.697996357012755
AT1G13560.1,O82567,aminoalcoholphosphotransferase 1,0.686633208,0.00852376,389,43542.27724,7.586942712192507,-1.9978500868563656,0.6099648812518238,0.5666892002707793,0.6107969151670951,34.850385604113114
AT1G13690.1,Q0WRA3,ATPase E1,0.982794081,0.875664543,177,19808.99384,4.402707376053208,-14.966766264090902,0.5676662847884003,0.6083858360915474,-0.7401129943502824,29.890960451977403
AT1G13900.1,Q9LMG7,Purple acid phosphatases superfamily protein,1.862778583,2.38745e-5,656,73717.07314,6.1152425329964535,-15.663658060867425,0.7668317615852495,0.7206849629847655,-0.3573170731707317,36.921341463414635
AT1G13920.1,Q9XI94,Remorin family protein,0.806374982,0.252030751,345,39625.80954,10.668769836957013,23.41905676009629,0.682244727258346,0.8081593193164426,-1.2449275362318841,72.97072463768117
AT1G13980.2,Q42510,sec7 domain-containing protein,1.276814299,0.008191426,1451,162618.65914,5.740810424025225,-48.02654173510315,0.8329551368754067,0.7543539064300457,-0.09765678842177812,55.04272915230875
AT1G14060.1,Q9XI82,GCK domain-containing protein,0.384568755,1.05377e-6,179,19427.08614,3.9834984533078703,-28.79952021464694,0.5417230361714738,0.4156008147245517,-1.059217877094972,68.68491620111732
AT1G14460.1,Q9M9R7,AAA-type ATPase family protein,1.894959652,6.82579e-6,1116,124891.14754,8.686435909396232,9.672371438343172,0.7757155172570059,0.8155287228961285,-0.5984767025089606,50.4013440860215
AT1G14620.1,Q8L7U3,decoy,0.650308793,0.002176636,233,27140.27524,8.81434815457999,2.7718830018042975,0.682207804455212,0.7453540299254027,-0.4017167381974249,45.28111587982833
AT1G14650.1,Q8RXF1,SWAP (Suppressor-of-White-APricot)/surp domain-containing protein / ubiquitin family protein,2.022372986,2.38813e-5,785,87594.18484,4.803655299326009,-37.12431623639209,0.7920129708494759,0.8335363673244288,-0.747515923566879,50.77388535031847
AT1G14670.1,Q940S0,Endomembrane protein 70 protein family,0.776877844,0.052217696,592,68084.15884,7.079809895413562,-5.918304031047507,0.8730763802646316,0.7422617812525167,0.19915540540540536,35.6410472972973
AT1G14710.2,B9DGU1,hydroxyproline-rich glycoprotein family protein,1.461390814,2.14889e-4,601,66203.73284,8.17313566095412,0.415116277481796,0.7049528022428887,0.7282263781261868,-0.6600665557404326,59.16089850249584
AT1G14810.1,Q8VYI4,semialdehyde dehydrogenase family protein,1.247057039,7.06098e-4,375,40745.67684,7.0048299668806555,-3.407045864086114,0.7213424199388725,0.907356648902978,-0.10320000000000001,30.961333333333336
AT1G14830.1,Q8LF21,DYNAMIN-like 1C,0.883816345,0.014423337,614,68722.60514,7.635040250901075,-1.7327061305347256,0.9493867517449212,0.6221218954887804,-0.36026058631921826,40.92915309446254
AT1G14850.1,Q9LQU6,nucleoporin 155,0.782593407,0.006492436,1464,160013.61514,5.141603870281279,-41.795830532265015,0.8461319261948792,0.7705314208882208,-0.1359289617486339,50.521584699453555
AT1G14870.1,Q9LQU4,PLANT CADMIUM RESISTANCE 2,2.259878565,5.69683e-6,152,16742.12354,6.907874157584653,-5.683085069659275,0.6387437905476199,0.6691122602956651,-0.13223684210526318,27.20065789473684
AT1G14980.1,P34893,chaperonin 10,0.65489839,0.007635355,98,10812.48544,7.6901053050052335,-0.006348409237485586,0.845921581291097,0.5106291010954513,-0.35816326530612247,30.39081632653062
AT1G15130.1,Q8H1H8,Endosomal targeting BRO1-like domain-containing protein,1.044721205,0.268082684,846,95208.70504,6.40655689852666,-14.270347214709808,0.8026757937584762,0.7749940021340124,-0.5773049645390071,59.818676122931436
AT1G15170.1,Q8L731,MATE efflux family protein,0.85646957,0.042401078,481,52188.47564,6.603912399225897,-6.257040223191024,0.7066826840028178,0.6345604758125577,0.7124740124740124,31.718503118503122
AT1G15220.1,Q9XI46,cytochrome c biogenesis protein family,0.83695336,0.115692453,159,17884.73454,9.569790097980981,3.3988836648964007,0.8486737142492425,0.8223332485275321,-0.3157232704402516,67.45723270440251
AT1G15390.1,Q9FV53,peptide deformylase 1A,0.781574261,0.004022644,269,29995.80154,8.607127306356325,1.8466320743618585,0.8345509646942291,0.7405776897396799,-0.20185873605947957,45.36951672862454
AT1G15480.1,Q9XI21,Tetratricopeptide repeat (TPR)-like superfamily protein,0.796873464,2.21269e-4,594,67532.20264,6.861005175043654,-4.817115869600808,0.738745793249072,0.863134901548039,-0.4843434343434343,44.47845117845118
AT1G15500.1,P92935,TLC ATP/ADP transporter,1.543746582,0.001954037,618,67529.97264,9.99025945780238,19.814309417719905,0.683093641628993,0.6685327688572562,0.4124595469255663,26.783818770226535
AT1G15530.1,Q9M9E0,Concanavalin A-like lectin protein kinase family protein,0.955880949,0.579316127,656,73145.71124,4.854035221049535,-23.008791863596542,0.6898349882611332,0.8046337407499375,-0.13064024390243906,50.11996951219512
AT1G15690.1,P31414,Inorganic H pyrophosphatase family protein,1.045229324,0.537718929,770,80819.96444,4.890855403059975,-16.628717891637404,0.7359335217113685,0.807950748140581,0.6153246753246754,22.7374025974026
AT1G15700.1,Q01909,"ATPase, F1 complex, gamma subunit protein",1.131478663,0.003872609,386,42679.06624,7.108576333031375,-1.5480591836806719,0.760061761604937,0.8780577260252259,-0.15259067357512954,45.59533678756476
AT1G15750.1,Q94AI7,Transducin family protein / WD-40 repeat family protein,0.847760956,0.116855518,1131,124298.10654,7.25087177918916,-8.140160906914362,0.750648711162259,0.8773808815280862,-0.295579133510168,42.96525198938992
AT1G15810.1,Q9LMQ3,"S15/NS1, RNA-binding protein",1.098647743,0.34585301,419,47329.29494,10.127223383911453,15.097614296502272,0.7579428890378523,0.7668053451605165,-0.9014319809069212,57.70405727923628
AT1G15880.1,Q9LMP7,golgi snare 11,0.448985928,6.07381e-4,223,25213.69464,8.477296158339042,0.749113587219451,0.7543541840428246,0.6745643060705288,-0.3417040358744395,48.97668161434978
AT1G15930.2,Q9S9P1,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein,1.256339371,0.005448839,144,15376.90834,5.247805383906659,-5.75666949279657,0.7162687371931011,0.7330876250319531,0.13402777777777777,45.109722222222224
AT1G16300.1,Q5E924,glyceraldehyde-3-phosphate dehydrogenase of plastid 2,0.885953029,0.095437447,420,44845.89374,8.927150704534984,3.118190534433502,0.9363585181434726,0.7761947380039192,-0.10761904761904763,37
AT1G16560.2,Q9FX73,Per1-like family protein,0.860654388,0.050394656,342,39374.74524,7.450900143561817,-3.216183156693041,0.5653753056200483,0.8383879178887681,0.20614035087719293,40.96549707602339
AT1G16740.1,Q8LCN1,Ribosomal protein L20,1.005096103,0.914639185,126,14722.08384,11.387517850264768,17.69463692429803,0.6703215676362623,0.6630504520501065,-0.7952380952380953,37.3547619047619
AT1G16870.1,Q8W4K2,mitochondrial 28S ribosomal protein S29-related,0.936350057,0.055081804,480,53783.52954,9.276688411060995,7.269946305855692,0.7633184564088716,0.8524018382692379,-0.4160416666666667,37.744791666666664
AT1G16920.1,Q39222,RAB GTPase homolog A1B,1.077210348,0.366212968,216,24020.18344,5.4500019103323165,-3.9398648377234764,0.800889813296093,0.7502323601898216,-0.34074074074074073,22.25601851851852
AT1G17290.1,Q9LKJ4,alanine aminotransferas,0.945514423,0.315606492,543,59821.05754,6.380987926211973,-10.217399815063041,0.7794076507287254,0.7873076722981207,-0.2546961325966851,50.30957642725599
AT1G17620.1,Q9LNP3,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,1.723812889,4.07108e-5,264,28288.17784,10.68442975170945,23.580615651383408,0.628869847964456,0.8023580284072754,-0.016666666666666663,22.081439393939398
AT1G17880.1,Q9SMW7,basic transcription factor 3,1.052067768,0.481269282,165,17946.29214,7.542744839236381,-0.024675726934348274,0.7654845676406729,0.6431623775987404,-0.5896969696969697,48.264242424242425
AT1G18080.1,O24456,Transducin/WD40 repeat-like superfamily protein,1.177027334,6.1311e-4,327,35747.57124,7.807167162083712,-1.024189926252599,0.6339691219016163,0.6446492804420307,-0.127217125382263,21.609174311926605
AT1G18180.1,Q9LM31,Protein of unknown function (DUF1295),1.848971694,3.1204e-4,305,35199.51714,9.818748422509238,9.06751363217842,0.7022505848240479,0.5124833321044853,0.3367213114754098,32.00819672131148
AT1G18210.1,Q9LE22,Calcium-binding EF-hand family protein,1.436850144,0.002791514,170,18350.18864,3.9524458123000197,-17.903852815180414,0.6674858644505851,0.6694018198860796,-0.4488235294117647,38.2664705882353
AT1G18450.1,Q84M92,actin-related protein 4,0.651823474,3.73013e-4,441,48936.61234,4.990529064288948,-16.368036464658275,0.6538738585031755,0.8649242413615308,-0.35714285714285715,36.27528344671202
AT1G18480.1,Q944L7,Calcineurin-like metallo-phosphoesterase superfamily protein,0.814301851,7.06783e-4,391,43281.75044,7.446950552888443,-2.630192015153211,0.7972383101474004,0.9366397365134703,-0.2629156010230179,36.186956521739134
AT1G18540.1,Q9FZ76,Ribosomal protein L6 family protein,0.888507577,0.036340225,233,26152.70764,10.810497843479633,24.93814449180045,0.8097135535592799,0.7004764413196626,-0.5875536480686695,37.22875536480687
AT1G18610.1,Q9FZ82,Galactose oxidase/kelch repeat superfamily protein,1.427833895,0.126808523,556,60858.14414,6.324290702874553,-11.169766581997983,0.5386898695706326,0.7076154355605271,-0.41007194244604317,38.41942446043165
AT1G18630.1,Q9FZ84,glycine-rich RNA-binding protein 6,0.950687152,0.319151772,155,15959.95884,10.282246057602269,4.985928302395311,0.688705121655306,0.5616680574801565,-0.12193548387096775,52.1941935483871
AT1G18720.1,Q9M9U3,Protein of unknown function (DUF962),0.900476006,0.337820986,206,23134.33744,9.583265724318023,5.124932209180674,0.5437509548299583,0.6822625559939106,0.549514563106796,44.80145631067961
AT1G19110.1,Q8L798,inter-alpha-trypsin inhibitor heavy chain-related,1.135452425,0.326997336,754,83018.31214,5.7325252126304935,-18.96480710436921,0.7998380402887407,0.6573186182065607,-0.12931034482758622,36.322811671087536
AT1G19360.1,Q9LN62,Nucleotide-diphospho-sugar transferase family protein,0.845710368,0.027773341,428,48251.23634,8.28873658637905,0.8512344471450666,0.830552118957306,0.7780921007566177,-0.26355140186915893,32.78504672897196
AT1G19580.1,Q9FWR5,gamma carbonic anhydrase 1,0.53049137,1.06882e-5,275,29971.04574,7.694361358163904,-0.802309181441431,0.7805320167233691,0.6027281936817249,-0.2232727272727273,31.921818181818182
AT1G19710.1,Q67Z55,UDP-Glycosyltransferase superfamily protein,1.090408507,0.2898693,479,53737.99364,10.217816778893388,15.286851865322213,0.7322218515253135,0.774714717325335,-0.09227557411273488,34.29498956158664
AT1G19800.2,Q8L4R0,trigalactosyldiacylglycerol 1,0.84697349,0.076039506,350,37907.22634,8.810986357292302,4.373885258337586,0.7839372028856608,0.8647735380906415,0.3611428571428571,36.680571428571426
AT1G19835.1,Q0WSY2,Plant protein of unknown function (DUF869),1.491341644,9.80035e-4,982,109812.08744,4.9446019992542,-45.470950197322,0.78426244496211,0.8290792938541387,-0.7830957230142567,55.691242362525465
AT1G19870.1,Q9FXI5,IQ-domain 32,2.125614906,7.43623e-7,794,86882.08734,4.943437418532976,-26.484008199130564,0.6499844033288376,0.6442093927149048,-0.8965994962216625,60.35088161209069
AT1G19880.1,Q8L7B6,Regulator of chromosome condensation (RCC1) family protein,1.19745568,0.03060498,538,57841.54954,7.705653989426805,-2.1885816027062224,0.6014650129561537,1.0538338086414818,-0.6200743494423793,35.66970260223049
AT1G19920.1,Q43870,Pseudouridine synthase/archaeosine transglycosylase-like family protein,1.372161549,4.29721e-4,476,53638.21564,6.583452935312408,-6.528897701503142,0.6243887997321024,0.7599915771535207,-0.37878151260504206,54.486344537815135
AT1G20050.1,O48962,"C-8,7 sterol isomerase",1.040460249,0.584257661,223,25146.40224,8.7012176653812,3.1376061414537038,0.5983917127532504,0.49398548479380183,0.3591928251121076,27.984753363228702
AT1G20090.1,Q38919,RHO-related protein from plants 2,2.896932647,2.59567e-5,195,21636.03874,9.686945660725359,6.771302043555011,0.6194232037759015,0.6358646907652088,-0.13846153846153847,35.55948717948718
AT1G20110.1,Q9ASS2,RING/FYVE/PHD zinc finger superfamily protein,1.127929344,0.721065658,601,65395.88724,6.7708246061517565,-8.15804971865684,0.7330277023876441,0.8874649322919995,-0.7850249584026623,63.999168053244595
AT1G20140.1,Q9LNT9,SKP1-like 4,1.129659519,0.159400073,163,18187.46314,4.311895840608635,-14.891601028814302,0.5904304709827337,0.6152860983005964,-0.4638036809815951,40.35398773006135
AT1G20200.1,Q9LNU4,PAM domain (PCI/PINT associated module) protein,1.104842608,0.005813886,488,55582.26214,8.340213137766359,1.30723083132201,1.035686454290711,0.8323662439858368,-0.4184426229508197,44.39897540983606
