uniprot,Protein.Acc,Protein.Descriptions,up/low,P value.(up/low)
Q9SXB7,AT1G11320.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, plastid; EXPRESSED IN: 7 plant structures; EXPRESSED DURING: C globular stage, F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; Has 46 Blast hits to 46 proteins in 14 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",1.902565167,0.061430948
Q8LEZ8,AT2G17380.1,associated protein 19,1.899419895,6.6521E-05
Q9FFV2,AT5G54750.1,Transport protein particle (TRAPP) component,1.898254688,2.06499E-05
Q9FMN3,AT5G42860.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 11 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G45688.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,1.897168625,3.94569E-06
Q9LKU3,AT5G28740.1,Tetratricopeptide repeat (TPR)-like superfamily protein,1.896371084,1.6631E-05
P48482,AT5G59160.3,type one serine/threonine protein phosphatase 2,1.896239681,1.89678E-05
Q9M9R7,AT1G14460.1,AAA-type ATPase family protein,1.894959652,6.82579E-06
Q8H1G6,AT1G06700.1,Protein kinase superfamily protein,1.894522822,3.07984E-06
P42760,AT1G02930.1,glutathione S-transferase 6,1.891603027,2.26865E-06
Q9XIE2,AT1G59870.1,ABC-2 and Plant PDR ABC-type transporter family protein,1.889878919,4.54149E-06
O48946,AT4G32410.1,cellulose synthase 1,1.885960781,0.000130184
Q494P0,AT3G54700.1,phosphate transporter 1;7,1.883477558,0.000286453
O23052,AT1G05150.1,Calcium-binding tetratricopeptide family protein,1.883100927,3.02205E-06
O22727,AT1G61190.1,LRR and NB-ARC domains-containing disease resistance protein,1.881771534,1.26124E-05
Q9M1R2,AT3G62120.2,Class II aaRS and biotin synthetases superfamily protein,1.880866078,1.16081E-06
Q9SYP1,AT1G20960.2,"U5 small nuclear ribonucleoprotein helicase, putative",1.880855953,1.60059E-05
Q9FIL1,AT5G59010.1,Protein kinase protein with tetratricopeptide repeat domain,1.880645701,7.86748E-06
Q9XIN3,AT2G27260.1,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,1.880308333,9.26713E-07
O49621,AT4G02600.2,Seven transmembrane MLO family protein,1.88015564,0.000158599
Q9SVC8,AT3G52470.1,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,1.87974074,3.85693E-07
Q9CAL2,AT1G70530.1,cysteine-rich RLK (RECEPTOR-like protein kinase) 3,1.877899084,6.15229E-06
Q9FMF8,AT5G64280.1,dicarboxylate transporter 2.2,1.877362592,2.68768E-05
Q9LTG3,AT5G52540.1,Protein of unknown function (DUF819),1.873414888,6.16145E-05
Q9C6T6,AT1G50730.1,unknown protein; Has 218 Blast hits to 209 proteins in 78 species: Archae - 0; Bacteria - 0; Metazoa - 141; Fungi - 2; Plants - 33; Viruses - 0; Other Eukaryotes - 42 (source: NCBI BLink).,1.870201472,0.022617365
Q9MA60,AT3G05470.1,Actin-binding FH2 (formin homology 2) family protein,1.869039157,3.57049E-05
O23068,AT4G00340.1,receptor-like protein kinase 4,1.865470967,0.000103328
Q9C7J0,AT1G35220.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 313 Blast hits to 185 proteins in 75 species: Archae - 0; Bacteria - 0; Metazoa - 200; Fungi - 0; Plants - 67; Viruses - 0; Other Eukaryotes - 46 (source: NCBI BLink).,1.863985161,3.39239E-05
Q9LMG7,AT1G13900.1,Purple acid phosphatases superfamily protein,1.862778583,2.38745E-05
Q9C7U5,AT1G66250.1,O-Glycosyl hydrolases family 17 protein,1.859892122,4.81706E-07
Q9SSD2,AT1G80070.1,Pre-mRNA-processing-splicing factor,1.858521122,6.26805E-05
Q8VZ50,AT1G62820.1,Calcium-binding EF-hand family protein,1.856414637,0.000558802
Q8LEB6,AT5G18500.1,Protein kinase superfamily protein,1.856338478,7.47643E-06
Q8GWB3,AT3G05280.1,Integral membrane Yip1 family protein,1.856007653,8.60239E-05
Q9SIH1,AT2G36130.1,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,1.851584021,5.96713E-05
Q9SZN7,AT4G38580.1,farnesylated protein 6,1.850759882,1.94972E-05
Q1EBV7,AT2G26900.1,Sodium Bile acid symporter family,1.84931667,0.00137176
Q9LDK1,AT3G15480.1,Protein of unknown function (DUF1218),1.849296092,4.63969E-05
Q9LM31,AT1G18180.1,Protein of unknown function (DUF1295),1.848971694,0.00031204
O22847,AT2G43320.2,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,1.844055437,1.64548E-06
Q84WL9,AT1G47830.1,SNARE-like superfamily protein,1.842882705,0.003502542
Q9FY61,AT5G11040.1,TRS120,1.842417029,4.77176E-05
Q9C611,AT1G25570.1,Di-glucose binding protein with Leucine-rich repeat domain,1.834888049,1.42705E-05
Q9LSE7,AT3G25290.1,Auxin-responsive family protein,1.834574452,5.66252E-05
Q9SKT3,AT2G20840.1,Secretory carrier membrane protein (SCAMP) family protein,1.834132762,3.58444E-05
O80462,AT2G23460.1,extra-large G-protein 1,1.833949991,7.86294E-05
Q8L617,AT5G25440.1,Protein kinase superfamily protein,1.832853617,4.12271E-06
Q9M376,AT3G54300.2,vesicle-associated membrane protein 727,1.832072545,8.50307E-06
O65024,AT3G51890.1,Clathrin light chain protein,1.82754074,0.001615865
P54144,AT4G13510.1,ammonium transporter 1;1,1.827337617,0.000515037
O23016,AT1G04690.1,potassium channel beta subunit 1,1.827279025,2.89397E-06
O64879,AT2G44450.1,beta glucosidase 15,1.823711934,0.002645198
Q9FVQ5,AT1G32090.1,early-responsive to dehydration stress protein (ERD4),1.820984654,1.4004E-05
Q9LTW0,AT3G12740.1,ALA-interacting subunit 1,1.817233396,8.15018E-06
Q8L8Q7,AT3G29810.1,COBRA-like protein 2 precursor,1.813446704,2.59894E-06
Q9XIE6,AT1G59820.1,aminophospholipid ATPase 3,1.810068892,3.2054E-05
Q8L8Q8,AT5G64816.2,unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,1.809757609,4.07471E-05
C0LGK4,AT2G16250.1,Leucine-rich repeat protein kinase family protein,1.809672198,2.16078E-06
Q9FG01,AT5G06160.1,splicing factor-related,1.804463806,8.70785E-06
Q8RWG8,AT2G30060.1,Pleckstrin homology (PH) domain superfamily protein,1.803037334,0.000229947
Q9SRE6,AT1G76650.3,calmodulin-like 38,1.802514212,0.000767757
O80796,AT1G65260.1,plastid transcriptionally active 4,1.799875327,9.58405E-05
Q6AWS7,AT2G16595.1,"Translocon-associated protein (TRAP), alpha subunit",1.794351542,2.67141E-05
Q9FMF9,AT5G64270.1,"splicing factor, putative",1.792212339,2.8702E-05
Q9ZV57,AT2G32280.1,Protein of unknown function (DUF1218),1.790044214,3.08958E-06
Q8LCU5,AT5G12130.1,integral membrane TerC family protein,1.789871692,0.000985668
A0A1P8B902,AT4G38380.1,MATE efflux family protein,1.784800153,0.043643951
Q946Y7,AT1G28490.1,syntaxin of plants 61,1.783929261,4.07471E-05
O81742,AT4G23460.1,Adaptin family protein,1.778575257,0.005194922
Q9LXS5,AT3G58760.1,Integrin-linked protein kinase family,1.77456196,1.63893E-06
Q94C78,AT3G51140.1,Protein of unknown function (DUF3353),1.771379343,1.30002E-05
Q9SUC9,AT4G28100.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: anchored to plasma membrane, anchored to membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G18050.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",1.768763219,3.6795E-06
Q9ZUU9,AT2G28070.1,ABC-2 type transporter family protein,1.768423184,9.67396E-06
C0LGH3,AT1G56140.1,Leucine-rich repeat transmembrane protein kinase,1.764533033,7.51076E-06
Q8VWJ1,AT2G18950.1,homogentisate phytyltransferase 1,1.761198776,0.002965615
Q56XG7,AT4G36945.1,PLC-like phosphodiesterases superfamily protein,1.761101792,4.11598E-05
Q9M028,AT5G01460.1,LMBR1-like membrane protein,1.759209127,0.000713836
Q9LX20,AT5G10080.1,Eukaryotic aspartyl protease family protein,1.758750752,1.28445E-06
O49303,AT1G23140.1,Calcium-dependent lipid-binding (CaLB domain) family protein,1.754736749,0.000936408
Q8L5Z7,AT5G58440.1,sorting nexin 2A,1.754011643,5.31119E-05
Q8L5Y4,AT2G38770.1,P-loop containing nucleoside triphosphate hydrolases superfamily protein,1.751055247,3.93453E-05
Q9FY89,AT5G09260.1,vacuolar protein sorting-associated protein 20.2,1.744280987,1.13252E-05
Q9C6K5,AT1G76860.1,Small nuclear ribonucleoprotein family protein,1.742380119,2.23188E-05
Q38884,AT2G46280.1,TGF-beta receptor interacting protein 1,1.740172046,8.32776E-05
Q93VB0,AT2G40660.1,"Nucleic acid-binding, OB-fold-like protein",1.739106594,3.44757E-06
A4FVN8,AT1G10580.1,Transducin/WD40 repeat-like superfamily protein,1.735560172,8.04785E-05
Q9FGB1,AT5G50000.1,Protein kinase superfamily protein,1.735537858,1.7838E-05
Q8GZ17,AT4G16120.1,COBRA-like protein-7 precursor,1.731884246,5.36858E-07
Q7X659,AT2G17790.1,VPS35 homolog A,1.731673222,2.16594E-05
Q9LZQ3,AT3G62370.1,heme binding,1.731071878,7.99919E-06
O23715,AT2G27020.1,20S proteasome alpha subunit G1,1.73050671,6.62609E-06
O04202,AT2G39990.1,eukaryotic translation initiation factor 2,1.729711017,4.11598E-05
Q56ZI2,AT1G22530.1,PATELLIN 2,1.729250508,0.001837511
Q8L7I4,AT1G78200.1,Protein phosphatase 2C family protein,1.728155226,2.24155E-05
O04630,AT5G26830.1,Threonyl-tRNA synthetase,1.724568503,7.6449E-06
Q9SRR2,AT3G07540.1,Actin-binding FH2 (formin homology 2) family protein,1.723903893,2.45065E-05
Q9LNP3,AT1G17620.1,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,1.723812889,4.07108E-05
Q9FVC8,AT2G45440.1,dihydrodipicolinate synthase,1.723166965,7.10115E-05
A8R7K9,AT3G51310.1,VPS35 homolog C,1.722671719,4.52045E-05
Q9LI83,AT3G25610.1,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein,1.72231762,7.70425E-06
Q9SKU1,AT2G20760.1,Clathrin light chain protein,1.715288261,0.001225409
Q9SUD4,AT4G28050.1,tetraspanin7,1.713359431,1.55381E-05
Q8LPJ4,AT4G19210.1,RNAse l inhibitor protein 2,1.712366247,1.42636E-06
Q9ZV45,AT2G18740.1,Small nuclear ribonucleoprotein family protein,1.712307864,2.25081E-06
Q9FIK8,AT5G47710.2,Calcium-dependent lipid-binding (CaLB domain) family protein,1.71194037,0.000989904
Q9LTT9,AT3G13290.1,varicose-related,1.70630528,2.68768E-05
Q9ZVF1,AT2G01540.1,Calcium-dependent lipid-binding (CaLB domain) family protein,1.703877339,2.49449E-05
Q8RWN7,AT2G46920.1,Protein phosphatase 2C family protein,1.700913747,2.86932E-05
Q9ZU66,AT2G18510.1,RNA-binding (RRM/RBD/RNP motifs) family protein,1.699701644,0.00091915
Q9XIF7,AT1G59710.1,Protein of unknown function (DUF569),1.699334399,0.000380527
O82462,AT5G26710.1,"Glutamyl/glutaminyl-tRNA synthetase, class Ic",1.6968357,8.03207E-05
Q96300,AT3G02520.1,general regulatory factor 7,1.696269584,1.93065E-05
Q9SKX4,AT2G43030.1,Ribosomal protein L3 family protein,1.694557824,1.63988E-05
P33207,AT1G24360.1,NAD(P)-binding Rossmann-fold superfamily protein,1.693717465,4.40042E-05
Q9C5T6,AT3G09570.1,Lung seven transmembrane receptor family protein,1.693577114,2.26967E-05
Q9LP53,AT1G29250.1,Alba DNA/RNA-binding protein,1.692911501,0.000170389
P51818,AT5G56010.1,heat shock protein 81-3,1.689062088,0.000351371
Q9M328,AT3G53990.1,Adenine nucleotide alpha hydrolases-like superfamily protein,1.688826021,0.001046807
Q9STE8,AT3G46740.1,translocon at the outer envelope membrane of chloroplasts 75-III,1.687603308,0.00039345
O49339,AT2G30740.1,Protein kinase superfamily protein,1.686933058,2.77593E-06
Q9M5K4,AT4G16155.1,dihydrolipoyl dehydrogenases,1.680060795,6.78526E-06
Q9LT75,AT3G19420.1,PTEN 2,1.680018366,2.15651E-05
Q9LVI8,AT3G17820.1,glutamine synthetase 1.3,1.679642851,4.92643E-06
Q84W54,AT4G16590.1,cellulose synthase-like A01,1.679480819,0.000291307
O80468,AT2G23520.1,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein,1.678368677,6.02469E-05
O49048,AT1G77140.1,vacuolar protein sorting 45,1.674438231,2.19093E-05
Q9FLT5,AT5G61730.1,ABC2 homolog 11,1.673595104,8.94376E-05
Q8L9E3,AT5G61220.1,LYR family of Fe/S cluster biogenesis protein,1.67341971,0.000134486
P42763,AT1G76180.1,Dehydrin family protein,1.67189524,0.01161027
O80503,AT2G44640.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, chloroplast, plasma membrane, plastid, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3769 (InterPro:IPR022244); BEST Arabidopsis thaliana protein match is: pigment defective 320 (TAIR:AT3G06960.1); Has 49 Blast hits to 48 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).",1.671806194,0.000283487
P53492,AT5G09810.1,actin 7,1.669680379,4.12271E-06
Q9FKY7,AT5G65950.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1683, C-terminal (InterPro:IPR012880), Foie gras liver health family 1 (InterPro:IPR021773); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",1.668095246,2.43723E-05
Q9C636,AT1G45688.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G42860.1); Has 258 Blast hits to 242 proteins in 39 species: Archae - 0; Bacteria - 11; Metazoa - 10; Fungi - 14; Plants - 198; Viruses - 17; Other Eukaryotes - 8 (source: NCBI BLink).,1.665770307,1.27335E-05
Q9FIJ0,AT5G47910.1,respiratory burst oxidase homologue D,1.664070192,3.16829E-06
Q9SJM0,AT2G36850.1,glucan synthase-like 8,1.662597931,1.0444E-05
O82251,AT2G47840.1,Uncharacterised conserved protein ycf60,1.662429599,0.017665206
Q9C7S3,AT1G42960.1,expressed protein localized to the inner membrane of the chloroplast.,1.662045842,4.50753E-05
Q38902,AT2G17800.1,Arabidopsis RAC-like 1,1.656344836,6.78526E-06
Q8VZ08,AT3G24180.1,"Beta-glucosidase, GBA2 type family protein",1.655928709,2.22633E-05
Q949Z2,AT5G26740.2,Protein of unknown function (DUF300),1.65514477,0.01564714
Q42384,AT4G15900.1,pleiotropic regulatory locus 1,1.650557732,2.19093E-05
Q9FGU1,AT5G58030.1,Transport protein particle (TRAPP) component,1.648694786,1.54313E-05
Q9LFX8,AT1G27090.1,glycine-rich protein,1.648606799,0.000527127
P56802,ATCG00750.1,ribosomal protein S11,1.647874492,0.000525187
P42731,AT4G34110.1,poly(A) binding protein 2,1.645765289,0.000371139
Q9SE96,AT1G28200.1,FH interacting protein 1,1.645663779,0.001686446
Q9LD90,AT3G57150.1,homologue of NAP57,1.644710465,1.07073E-05
Q8GUM4,AT3G27390.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G40640.1); Has 101 Blast hits to 99 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 101; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1.643356374,0.047630866
P29512,AT5G62700.1,tubulin beta chain 3,1.639757084,9.61663E-06
Q9M9P0,AT3G03220.1,expansin A13,1.638562276,3.37903E-06
Q9LD55,AT4G11420.1,eukaryotic translation initiation factor 3A,1.635195984,5.78009E-05
P24636,AT5G44340.1,tubulin beta chain 4,1.629410415,4.75048E-06
Q9CAX6,AT3G11510.1,Ribosomal protein S11 family protein,1.629364967,1.01072E-07
O81149,AT1G53850.2,20S proteasome alpha subunit E1,1.628633278,0.001667486
Q9LSR1,AT5G54440.1,CLUB,1.627430482,2.1838E-05
Q9XEA1,AT4G04340.1,ERD (early-responsive to dehydration stress) family protein,1.626403726,7.43623E-07
Q9SI54,AT2G03870.2,Small nuclear ribonucleoprotein family protein,1.625853374,0.000484262
Q9MAP3,AT1G32990.1,plastid ribosomal protein l11,1.622291219,6.6077E-06
Q9SKS7,AT2G20930.1,SNARE-like superfamily protein,1.621805366,0.000162311
Q9SQI8,AT3G25860.1,2-oxoacid dehydrogenases acyltransferase family protein,1.617580882,5.66316E-06
Q5S1W2,AT5G07300.1,Calcium-dependent phospholipid-binding Copine family protein,1.616658037,3.66953E-06
Q9CAI4,AT1G72690.1,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G17490.1); Has 59 Blast hits to 45 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 59; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1.61468672,0.001815026
Q38906,AT5G05000.2,translocon at the outer envelope membrane of chloroplasts 34,1.613568421,0.000558277
Q9SGW3,AT1G64520.1,regulatory particle non-ATPase 12A,1.611802283,1.78863E-06
O23593,AT4G17520.1,Hyaluronan / mRNA binding family,1.611767919,0.000201373
Q8L9M9,AT5G32450.1,RNA binding (RRM/RBD/RNP motifs) family protein,1.610900182,0.000942904
Q9SJQ0,AT2G36580.1,Pyruvate kinase family protein,1.610891371,2.75556E-05
Q9SKI2,AT2G06530.1,SNF7 family protein,1.609800351,0.000829938
Q0WPB8,AT1G52780.1,Protein of unknown function (DUF2921),1.608426545,4.21596E-05
C0Z3K6,AT5G26850.3,Uncharacterized protein,1.605900612,1.16303E-06
Q9C5J8,AT5G19620.1,outer envelope protein of 80 kDa,1.605170798,0.000819496
Q56ZZ7,AT5G16150.1,plastidic GLC translocator,1.604023863,0.000469617
P20363,AT5G19770.1,tubulin alpha-3,1.601596781,4.89009E-05
Q9CB03,AT1G27460.1,no pollen germination related 1,1.601490659,2.1658E-05
O81439,AT4G04020.1,fibrillin,1.600141866,5.18131E-05
O80492,AT1G09160.2,Protein phosphatase 2C family protein,1.59993378,0.005291425
Q9FIJ2,AT5G47890.1,"NADH-ubiquinone oxidoreductase B8 subunit, putative",1.599397416,0.000263376
Q9SFU6,AT3G07160.1,glucan synthase-like 10,1.59807607,0.000167252
Q9LVD0,AT5G57280.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,1.598043837,2.61542E-05
Q1H5C9,AT1G45170.1,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G42960.1); Has 62 Blast hits to 62 proteins in 18 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 62; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,1.596697418,0.004907452
Q9FMM3,AT5G42950.1,GYF domain-containing protein,1.596649438,3.27503E-05
Q9ZQ31,AT2G24360.1,Protein kinase superfamily protein,1.596318509,0.004975127
P42036,AT3G52580.1,Ribosomal protein S11 family protein,1.593346385,1.49122E-06
Q9ZU52,AT2G01140.1,Aldolase superfamily protein,1.592774667,6.75314E-05
Q5XEZ5,AT4G22120.1,ERD (early-responsive to dehydration stress) family protein,1.592497211,0.004607362
P42643,AT4G09000.1,general regulatory factor 1,1.591054982,7.57247E-05
Q9SI20,AT2G18110.1,Translation elongation  factor EF1B/ribosomal protein S6 family protein,1.58833801,0.000242935
P10671,AT3G53750.1,actin 3,1.587694431,7.57247E-05
B9DFS6,AT5G07120.1,sorting nexin 2B,1.58649028,0.00013069
P25873,AT3G25920.1,ribosomal protein L15,1.58324618,9.69291E-05
Q7Y175,AT4G15410.1,serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime gamma,1.579698104,0.00079339
Q6R2K3,AT4G03390.1,STRUBBELIG-receptor family 3,1.57876354,4.89034E-05
O24457,AT1G01090.1,pyruvate dehydrogenase E1 alpha,1.577381302,0.000525187
Q9ZVD1,AT2G27090.1,Protein of unknown function (DUF630 and DUF632),1.572535343,1.89678E-05
Q9XF91,AT1G44575.1,Chlorophyll A-B binding family protein,1.570255003,0.058870952
Q949P2,AT5G10540.1,Zincin-like metalloproteases family protein,1.569888823,0.001177377
Q9LS01,AT3G25780.1,allene oxide cyclase 3,1.567014074,3.9195E-05
Q8LB29,AT5G63905.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 12 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,1.566851661,9.03205E-06
