"","uniprot","Protein.Acc","Protein.Descriptions","up.low","P.value..up.low.","iso_id","uniprot_seq_length","uniprot_seq_md5","coordinate_id","provider","from","to","template","qmean","qmean_norm","seqid","url"
"75","C0Z3K6","AT5G26850.3","Uncharacterized protein","1.605900612","1.16303e-06","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"76","F4HTQ1","AT1G67690.1","Zincin-like metalloproteases family protein","0.799053938","0.145816249","710","515bd79a1a6e9085528b65cfc802ea8d","5f00d07113684ef35d218f32","SWISSMODEL","49","706","2o3e.1.A","-1.7034903486","0.7039744014","34.0909080505","https://swissmodel.expasy.org/repository/uniprot/F4HTQ1.pdb?provider=swissmodel&from=49&to=706&template=2o3e.1.A&provider=swissmodel","F4HTQ1"
"77","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e519f","SWISSMODEL","801","1010","6u42.441.A","-0.4832363275","0.7606321839","13.9784946442","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=801&to=1010&template=6u42.441.A&provider=swissmodel","F4HWC3"
"78","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e518b","SWISSMODEL","815","1036","4k1p.1.A","-2.5525232698","0.6766338278","7.2815532684","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=815&to=1036&template=4k1p.1.A&provider=swissmodel","F4HWC3"
"79","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e5183","SWISSMODEL","830","958","4ll8.1.B","-1.8738973463","0.6819389036","8.196721077","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=830&to=958&template=4ll8.1.B&provider=swissmodel","F4HWC3"
"80","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e518f","SWISSMODEL","899","1012","5lm1.1.A","1.2029317813","0.8512951095","16.8141593933","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=899&to=1012&template=5lm1.1.A&provider=swissmodel","F4HWC3"
"81","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e5193","SWISSMODEL","816","986","5j1g.1.A","-4.4421977932","0.5833812187","14.383562088","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=816&to=986&template=5j1g.1.A&provider=swissmodel","F4HWC3"
"82","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e51a7","SWISSMODEL","873","1039","6ian.2.A","-1.2175240704","0.726436731","13.4228191376","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=873&to=1039&template=6ian.2.A&provider=swissmodel","F4HWC3"
"83","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e517f","SWISSMODEL","797","946","4jio.1.A","-2.6063905151","0.6529072233","16.6666660309","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=797&to=946&template=4jio.1.A&provider=swissmodel","F4HWC3"
"84","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e5173","SWISSMODEL","897","1049","5cws.1.C","-0.4821645074","0.7561313656","10.135134697","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=897&to=1049&template=5cws.1.C&provider=swissmodel","F4HWC3"
"85","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e516f","SWISSMODEL","820","973","4xa1.1.B","-2.7460929914","0.6444894733","13.1578950882","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=820&to=973&template=4xa1.1.B&provider=swissmodel","F4HWC3"
"86","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e517b","SWISSMODEL","816","981","5ghe.1.A","-2.1878209029","0.6836091018","14.7435894012","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=816&to=981&template=5ghe.1.A&provider=swissmodel","F4HWC3"
"87","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e5197","SWISSMODEL","899","1045","3qe6.1.B","-1.0531496322","0.7285765097","10.2739725113","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=899&to=1045&template=3qe6.1.B&provider=swissmodel","F4HWC3"
"88","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e51ab","SWISSMODEL","820","973","4xa1.1.A","-4.2620056634","0.5697246176","13.1578950882","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=820&to=973&template=4xa1.1.A&provider=swissmodel","F4HWC3"
"89","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e51a3","SWISSMODEL","796","974","3kbt.2.A","-2.4415395693","0.6762307284","5.6497173309","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=796&to=974&template=3kbt.2.A&provider=swissmodel","F4HWC3"
"90","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e519b","SWISSMODEL","801","999","6f1t.1.h","-0.6172587025","0.7546694154","12.4324321747","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=801&to=999&template=6f1t.1.h&provider=swissmodel","F4HWC3"
"91","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e5187","SWISSMODEL","836","1012","3na7.1.A","-0.8796238157","0.7426423154","16.5562915802","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=836&to=1012&template=3na7.1.A&provider=swissmodel","F4HWC3"
"92","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e5177","SWISSMODEL","785","988","6ian.1.B","-4.1667311664","0.6103269067","12.9213485718","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=785&to=988&template=6ian.1.B&provider=swissmodel","F4HWC3"
"93","F4HWC3","AT1G20970.1","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane, vacuole; EXPRESSED IN: guard cell, cultured cell; BEST Arabidopsis thaliana protein match is: proton pump interactor 1 (TAIR:AT4G27500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).","0.910172119","0.448324884","1364","87bc8014c2faac1d7393f0ee86df5b1c","5f024e7a7cfd92641e2e51af","SWISSMODEL","863","1004","3tul.3.A","-3.6730549684","0.5947312783","12.6050424576","https://swissmodel.expasy.org/repository/uniprot/F4HWC3.pdb?provider=swissmodel&from=863&to=1004&template=3tul.3.A&provider=swissmodel","F4HWC3"
"94","F4I3M3","AT1G63500.1","Protein kinase protein with tetratricopeptide repeat domain","2.331237554","5.3459e-07","487","991caa6ff3a24743a4e086620c93d3a4","5eff4e63851913a37faf68c0","SWISSMODEL","40","327","4i93.1.A","-0.4819228382","0.7551438606","93.4027786255","https://swissmodel.expasy.org/repository/uniprot/F4I3M3.pdb?provider=swissmodel&from=40&to=327&template=4i93.1.A&provider=swissmodel","F4I3M3"
"95","F4I420","AT1G76810.1","eukaryotic translation initiation factor 2 (eIF-2) family protein","1.505112102","0.000329598","1294","39aea0f8f6836739c79b2935583e893f","5f023f7ce1453860e18c1ab7","SWISSMODEL","700","1259","6rw5.1.5","-4.9031078059","0.6012697059","26.205450058","https://swissmodel.expasy.org/repository/uniprot/F4I420.pdb?provider=swissmodel&from=700&to=1259&template=6rw5.1.5&provider=swissmodel","F4I420"
"96","F4I420","AT1G76810.1","eukaryotic translation initiation factor 2 (eIF-2) family protein","1.505112102","0.000329598","1294","39aea0f8f6836739c79b2935583e893f","5f023f7ce1453860e18c1aab","SWISSMODEL","702","1290","1g7s.1.A","-1.96702697","0.6928846674","37.4564476013","https://swissmodel.expasy.org/repository/uniprot/F4I420.pdb?provider=swissmodel&from=702&to=1290&template=1g7s.1.A&provider=swissmodel","F4I420"
"97","F4I420","AT1G76810.1","eukaryotic translation initiation factor 2 (eIF-2) family protein","1.505112102","0.000329598","1294","39aea0f8f6836739c79b2935583e893f","5f023f7ce1453860e18c1aa7","SWISSMODEL","702","1291","5fg3.1.A","-1.2560326486","0.7183845328","38.9365348816","https://swissmodel.expasy.org/repository/uniprot/F4I420.pdb?provider=swissmodel&from=702&to=1291&template=5fg3.1.A&provider=swissmodel","F4I420"
"98","F4I420","AT1G76810.1","eukaryotic translation initiation factor 2 (eIF-2) family protein","1.505112102","0.000329598","1294","39aea0f8f6836739c79b2935583e893f","5f023f7ce1453860e18c1aaf","SWISSMODEL","701","1294","3wbi.1.A","-0.8024111932","0.7350202488","57.5551795959","https://swissmodel.expasy.org/repository/uniprot/F4I420.pdb?provider=swissmodel&from=701&to=1294&template=3wbi.1.A&provider=swissmodel","F4I420"
"99","F4I420","AT1G76810.1","eukaryotic translation initiation factor 2 (eIF-2) family protein","1.505112102","0.000329598","1294","39aea0f8f6836739c79b2935583e893f","5f023f7ce1453860e18c1aa3","SWISSMODEL","671","1293","4ujc.1.A","-4.4142811428","0.6091308173","55.0888519287","https://swissmodel.expasy.org/repository/uniprot/F4I420.pdb?provider=swissmodel&from=671&to=1293&template=4ujc.1.A&provider=swissmodel","F4I420"
"100","F4I420","AT1G76810.1","eukaryotic translation initiation factor 2 (eIF-2) family protein","1.505112102","0.000329598","1294","39aea0f8f6836739c79b2935583e893f","5f023f7ce1453860e18c1ab3","SWISSMODEL","702","1294","3wbk.2.A","-1.1032129897","0.7239650147","57.5551795959","https://swissmodel.expasy.org/repository/uniprot/F4I420.pdb?provider=swissmodel&from=702&to=1294&template=3wbk.2.A&provider=swissmodel","F4I420"
"101","F4I9G5","AT1G42470.1","Patched family protein","3.328059061","2.5338e-07","1260","d5f2d3ac94f006355643c029a8160e62","5f0234959899f3d8ae96f2cf","SWISSMODEL","19","1242","6w5s.1.A","-4.7889431117","0.5960223606","38.0749588013","https://swissmodel.expasy.org/repository/uniprot/F4I9G5.pdb?provider=swissmodel&from=19&to=1242&template=6w5s.1.A&provider=swissmodel","F4I9G5"
"102","F4I9G5","AT1G42470.1","Patched family protein","3.328059061","2.5338e-07","1260","d5f2d3ac94f006355643c029a8160e62","5f0234959899f3d8ae96f2d3","SWISSMODEL","9","1246","6v3f.1.A","-4.3933773597","0.6098621868","35.7570571899","https://swissmodel.expasy.org/repository/uniprot/F4I9G5.pdb?provider=swissmodel&from=9&to=1246&template=6v3f.1.A&provider=swissmodel","F4I9G5"
"103","F4IHU8","AT2G34357.1","ARM repeat superfamily protein","0.78638812","0.031039859","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"104","F4IKG5","AT2G22795.1","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G37820.1); Has 799854 Blast hits to 188815 proteins in 4452 species: Archae - 4529; Bacteria - 144236; Metazoa - 287749; Fungi - 87083; Plants - 43826; Viruses - 3662; Other Eukaryotes - 228769 (source: NCBI BLink).","0.753267641","0.000173933","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"105","F4J8K6","AT3G11964.1","RNA binding;RNA binding","0.901570658","0.092892769","1920","1c56cbc25e64f51dd794971036a8881f","5f02a54a26cd73e56c30fdf2","SWISSMODEL","1651","1915","4gpk.2.D","-3.3944962202","0.6365435604","11.6981134415","https://swissmodel.expasy.org/repository/uniprot/F4J8K6.pdb?provider=swissmodel&from=1651&to=1915&template=4gpk.2.D&provider=swissmodel","F4J8K6"
"106","F4J8K6","AT3G11964.1","RNA binding;RNA binding","0.901570658","0.092892769","1920","1c56cbc25e64f51dd794971036a8881f","5f02a54a26cd73e56c30fdf6","SWISSMODEL","1653","1917","5c9s.1.A","-0.3813208337","0.7590277229","47.3484840393","https://swissmodel.expasy.org/repository/uniprot/F4J8K6.pdb?provider=swissmodel&from=1653&to=1917&template=5c9s.1.A&provider=swissmodel","F4J8K6"
"107","F4J8K6","AT3G11964.1","RNA binding;RNA binding","0.901570658","0.092892769","1920","1c56cbc25e64f51dd794971036a8881f","5f02a54a26cd73e56c30fdee","SWISSMODEL","1652","1914","5orm.1.A","-2.2725020536","0.6804556374","13.0434780121","https://swissmodel.expasy.org/repository/uniprot/F4J8K6.pdb?provider=swissmodel&from=1652&to=1914&template=5orm.1.A&provider=swissmodel","F4J8K6"
